gene,matrix_index
GALNT7,4634
HMGB2,4635
SAP30,4636
SCRG1,4637
HAND2,4638
FBXO8,4639
HPGD,4640
GLRA3,4641
GPM6A,4643
SPATA4,4645
ASB5,4646
SPCS3,4647
VEGFC,4648
NEIL3,4649
AGA,4650
DCTD,4651
WWC2,4652
CLDN22,4653
CDKN2AIP,4654
ING2,4655
ENPP6,4656
STOX2,4657
IRF2,4658
CASP3,4660
ACSL1,4663
HELT,4664
LRP2BP,4666
SLC25A4,4667
SNX25,4668
ANKRD37,4669
UFSP2,4670
C4orf47,4671
CCDC110,4672
PDLIM3,4673
SORBS2,4674
TLR3,4675
FAM149A,4676
CYP4V2,4677
KLKB1,4678
F11,4679
MTNR1A,4680
FAT1,4681
DUX4,4682
FRG1,4683
FRG2,4684
TRIML1,4685
TRIML2,4686
ZFP42,4687
AHRR,4688
BRD9,4689
CCDC127,4691
CEP72,4692
EXOC3,4693
PDCD6,4695
PLEKHG4B,4696
SDHA,4697
SLC9A3,4698
TPPP,4699
TRIP13,4700
ZDHHC11,4701
NKD2,4702
SLC12A7,4703
SLC6A19,4705
TERT,4706
CLPTM1L,4707
SLC6A3,4708
IRX4,4709
LPCAT1,4710
MRPL36,4711
NDUFS6,4712
C5orf38,4714
IRX2,4715
IRX1,4716
ADAMTS16,4717
MED10,4719
UBE2QL1,4720
NSUN2,4721
SRD5A1,4722
PAPD7,4723
ADCY2,4724
C5orf49,4725
MTRR,4726
FASTKD3,4727
FAM173B,4731
CCT5,4732
CMBL,4733
MARCH6,4734
ROPN1L,4735
DAP,4736
CTNND2,4737
DNAH5,4738
TRIO,4739
FAM105A,4740
ANKH,4742
FBXL7,4743
ZNF622,4745
FAM134B,4746
MYO10,4747
BASP1,4748
CDH18,4749
GUSBP1,4750
CDH12,4751
PRDM9,4753
CDH10,4754
SNORD29,4755
CDH9,4756
CDH6,4757
C5orf22,4758
PDZD2,4759
GOLPH3,4760
MTMR12,4761
ZFR,4762
SUB1,4763
NPR3,4764
TARS,4765
ADAMTS12,4766
RXFP3,4767
AMACR,4768
C1QTNF3,4769
RAI14,4770
SLC45A2,4771
TTC23L,4772
RAD1,4773
BRIX1,4774
DNAJC21,4775
AGXT2,4776
PRLR,4777
SPEF2,4778
IL7R,4779
CAPSL,4780
UGT3A1,4781
UGT3A2,4782
LMBRD2,4783
SKP2,4784
RANBP3L,4785
SLC1A3,4786
NIPBL,4787
C5orf42,4788
NUP155,4789
WDR70,4790
GDNF,4791
EGFLAM,4792
LIFR,4793
OSMR,4794
RICTOR,4795
FYB,4796
C9,4797
DAB2,4798
PTGER4,4799
TTC33,4800
PRKAA1,4801
RPL37,4802
CARD6,4804
C7,4805
C6,4806
PLCXD3,4807
OXCT1,4808
C5orf51,4809
FBXO4,4810
GHR,4811
CCDC152,4812
SEPP1,4813
ZNF131,4814
HMGCS1,4815
CCL28,4816
C5orf28,4817
C5orf34,4818
PAIP1,4819
NNT,4820
FGF10,4821
MRPS30,4822
HCN1,4823
EMB,4824
PARP8,4825
ISL1,4826
ITGA1,4827
PELO,4828
ITGA2,4829
MOCS2,4830
FST,4831
NDUFS4,4832
ARL15,4833
HSPB3,4834
SNX18,4835
ESM1,4836
GZMK,4837
GZMA,4838
CDC20B,4839
GPX8,4840
CCNO,4841
DHX29,4842
SKIV2L2,4843
PPAP2A,4844
SLC38A9,4845
DDX4,4846
IL31RA,4847
IL6ST,4848
ANKRD55,4849
MAP3K1,4850
MIER3,4851
GPBP1,4852
ACTBL2,4853
PLK2,4854
RAB3C,4856
PDE4D,4857
DEPDC1B,4859
ELOVL7,4860
ERCC8,4861
NDUFAF2,4862
ZSWIM6,4863
KIF2A,4864
IPO11,4865
LRRC70,4866
HTR1A,4867
RNF180,4868
RGS7BP,4869
CWC27,4870
ADAMTS6,4871
CENPK,4872
PPWD1,4873
TRIM23,4874
SGTB,4875
NLN,4876
ERBB2IP,4877
MAST4,4878
CD180,4879
PIK3R1,4880
SLC30A5,4881
CCNB1,4882
CENPH,4883
MRPS36,4884
CDK7,4885
CCDC125,4886
TAF9,4887
RAD17,4888
MARVELD2,4889
GTF2H2B,4890
GTF2H2C,4891
GTF2H2,4892
GUSBP3,4893
NAIP,4894
OCLN,4895
SERF1A,4896
SMN1,4897
SMN2,4898
BDP1,4900
MCCC2,4901
CARTPT,4902
MAP1B,4903
MRPS27,4904
PTCD2,4905
ZNF366,4906
TNPO1,4907
FCHO2,4908
TMEM171,4909
TMEM174,4910
FOXD1,4911
BTF3,4912
ANKRA2,4913
UTP15,4914
ENC1,4915
HEXB,4916
GFM2,4917
NSA2,4918
FAM169A,4919
GCNT4,4920
ANKRD31,4921
COL4A3BP,4922
HMGCR,4923
POLK,4924
POC5,4925
SV2C,4926
IQGAP2,4927
F2R,4929
F2RL1,4930
S100Z,4931
CRHBP,4932
AGGF1,4933
ZBED3,4934
PDE8B,4936
WDR41,4937
OTP,4938
TBCA,4939
AP3B1,4940
SCAMP1,4941
LHFPL2,4942
ARSB,4943
DMGDH,4944
BHMT2,4945
BHMT,4946
JMY,4947
HOMER1,4948
PAPD4,4949
CMYA5,4950
MTX3,4951
THBS4,4952
SERINC5,4953
SPZ1,4954
ZFYVE16,4955
FAM151B,4956
ANKRD34B,4957
DHFR,4958
MSH3,4959
RASGRF2,4960
CKMT2,4961
ZCCHC9,4962
ACOT12,4963
SSBP2,4964
ATG10,4965
RPS23,4966
TMEM167A,4968
XRCC4,4969
VCAN,4970
HAPLN1,4971
EDIL3,4972
NBPF22P,4973
COX7C,4974
RASA1,4975
CCNH,4976
TMEM161B,4977
MEF2C,4978
CETN3,4979
MBLAC2,4980
POLR3G,4981
LYSMD3,4982
GPR98,4983
ARRDC3,4984
NR2F1,4985
FAM172A,4986
ANKRD32,4988
MCTP1,4989
FAM81B,4990
TTC37,4991
ARSK,4992
RFESD,4994
SPATA9,4995
RHOBTB3,4996
GLRX,4997
ELL2,4999
PCSK1,5000
CAST,5001
ERAP1,5002
ERAP2,5003
LNPEP,5004
LIX1,5005
RIOK2,5006
RGMB,5007
CHD1,5008
FAM174A,5009
ST8SIA4,5010
SLCO4C1,5011
SLCO6A1,5012
PAM,5013
GIN1,5014
PPIP5K2,5015
C5orf30,5016
NUDT12,5017
EFNA5,5018
FBXL17,5019
FER,5020
PJA2,5021
MAN2A1,5022
TMEM232,5023
SLC25A46,5024
TSLP,5025
WDR36,5026
CAMK4,5027
STARD4,5028
EPB41L4A,5029
SNORA13,5030
APC,5032
SRP19,5033
REEP5,5034
DCP2,5035
MCC,5036
TSSK1B,5037
YTHDC2,5038
KCNN2,5039
TRIM36,5040
PGGT1B,5041
CCDC112,5042
FEM1C,5043
TICAM2,5044
TMED7,5045
CDO1,5046
ATG12,5047
AP3S1,5048
AQPEP,5049
COMMD10,5050
SEMA6A,5051
DTWD2,5052
DMXL1,5053
TNFAIP8,5054
HSD17B4,5055
FAM170A,5056
PRR16,5057
FTMT,5058
SRFBP1,5059
LOX,5060
ZNF474,5061
SNCAIP,5062
SNX2,5063
SNX24,5064
PPIC,5065
PRDM6,5066
CEP120,5067
CSNK1G3,5068
ZNF608,5069
GRAMD3,5070
ALDH7A1,5071
PHAX,5072
LMNB1,5074
MARCH3,5075
MEGF10,5076
PRRC1,5077
CTXN3,5078
SLC12A2,5079
FBN2,5080
SLC27A6,5081
ISOC1,5082
ADAMTS19,5083
CHSY3,5084
HINT1,5085
LYRM7,5086
CDC42SE2,5087
RAPGEF6,5088
FNIP1,5089
ACSL6,5090
IL3,5091
CSF2,5092
P4HA2,5093
PDLIM4,5094
SLC22A4,5095
SLC22A5,5096
C5orf56,5097
IRF1,5098
IL5,5099
RAD50,5100
IL13,5101
IL4,5102
KIF3A,5103
CCNI2,5104
SEPT8,5105
SHROOM1,5106
GDF9,5107
UQCRQ,5108
LEAP2,5109
AFF4,5110
ZCCHC10,5111
HSPA4,5112
FSTL4,5113
C5orf15,5114
VDAC1,5115
TCF7,5116
SKP1,5117
PPP2CA,5118
CDKL3,5119
UBE2B,5120
CDKN2AIPNL,5121
SAR1B,5123
SEC24A,5124
CAMLG,5125
DDX46,5126
C5orf24,5127
TXNDC15,5128
PCBD2,5129
PITX1,5131
H2AFY,5132
NEUROG1,5135
CXCL14,5136
IL9,5137
LECT2,5138
FBXL21,5139
TGFBI,5140
SMAD5,5141
TRPC7,5142
SPOCK1,5143
KLHL3,5144
HNRNPA0,5145
MYOT,5147
PKD2L2,5148
FAM13B,5149
WNT8A,5150
NME5,5151
BRD8,5152
KIF20A,5153
CDC23,5154
GFRA3,5155
CDC25C,5156
FAM53C,5157
KDM3B,5158
REEP2,5159
EGR1,5160
ETF1,5161
HSPA9,5162
CTNNA1,5163
LRRTM2,5164
SIL1,5165
MATR3,5166
SNORA74A,5167
PAIP2,5168
SLC23A1,5169
SPATA24,5170
DNAJC18,5171
ECSCR,5172
TMEM173,5173
UBE2D2,5174
CXXC5,5175
PSD2,5176
NRG2,5177
PURA,5178
PFDN1,5179
HBEGF,5180
ANKHD1,5182
SRA1,5183
EIF4EBP3,5184
APBB3,5185
SLC35A4,5186
CD14,5187
NDUFA2,5188
TMCO6,5189
IK,5190
WDR55,5191
DND1,5192
HARS,5193
HARS2,5194
ZMAT2,5195
PCDHA1,5196
PCDHA2,5197
PCDHA3,5198
PCDHA4,5199
PCDHA10,5200
PCDHA11,5201
PCDHA5,5202
PCDHA6,5203
PCDHA7,5204
PCDHA8,5205
PCDHA9,5206
PCDHA12,5207
PCDHA13,5208
PCDHAC1,5209
PCDHAC2,5210
PCDHB2,5212
PCDHB3,5213
PCDHB5,5216
PCDHB6,5217
PCDHB7,5218
PCDHB16,5219
PCDHB8,5220
PCDHB10,5221
PCDHB11,5222
PCDHB12,5223
PCDHB13,5224
PCDHB14,5225
PCDHB15,5227
SLC25A2,5228
TAF7,5229
PCDHGA2,5231
PCDHGA3,5232
PCDHGB1,5233
PCDHGA4,5234
PCDHGB2,5235
PCDHGA5,5236
PCDHGB3,5237
PCDHGA6,5238
PCDHGA7,5239
PCDHGB4,5240
PCDHGA8,5241
PCDHGA9,5242
PCDHGA10,5243
PCDHGA11,5244
PCDHGB7,5246
PCDHGA12,5248
PCDHGC3,5249
PCDHGC4,5250
PCDHGC5,5251
DIAPH1,5252
HDAC3,5253
RELL2,5254
FCHSD1,5255
ARAP3,5256
PCDH1,5257
KIAA0141,5258
PCDH12,5259
RNF14,5260
GNPDA1,5261
NDFIP1,5262
SPRY4,5263
FGF1,5264
ARHGAP26,5265
NR3C1,5266
YIPF5,5268
KCTD16,5269
PRELID2,5270
SH3RF2,5272
LARS,5274
RBM27,5275
POU4F3,5276
TCERG1,5277
GPR151,5278
PPP2R2B,5279
STK32A,5280
DPYSL3,5281
JAKMIP2,5282
SPINK1,5283
SCGB3A2,5284
C5orf46,5285
SPINK5,5286
SPINK6,5288
SPINK7,5290
SPINK9,5291
FBXO38,5292
HTR4,5293
ADRB2,5294
ABLIM3,5296
AFAP1L1,5297
GRPEL2,5298
PCYOX1L,5299
IL17B,5300
CSNK1A1,5301
ARHGEF37,5302
PPARGC1B,5303
PDE6A,5304
SLC26A2,5305
TIGD6,5306
HMGXB3,5307
CSF1R,5308
PDGFRB,5309
CDX1,5310
CAMK2A,5312
ARSI,5313
TCOF1,5314
CD74,5315
RPS14,5316
NDST1,5317
SYNPO,5318
MYOZ3,5319
RBM22,5320
DCTN4,5321
IRGM,5322
ZNF300,5323
GPX3,5324
TNIP1,5325
ANXA6,5326
CCDC69,5327
GM2A,5328
SLC36A3,5329
SLC36A1,5331
SPARC,5333
ATOX1,5334
G3BP1,5335
GLRA1,5336
NMUR2,5337
GRIA1,5338
FAM114A2,5339
MFAP3,5340
GALNT10,5341
SAP30L,5342
HAND1,5343
LARP1,5344
CNOT8,5345
GEMIN5,5346
MRPL22,5347
KIF4B,5348
SGCD,5349
TIMD4,5350
HAVCR1,5351
HAVCR2,5352
MED7,5353
ITK,5354
FAM71B,5355
CYFIP2,5356
ADAM19,5357
NIPAL4,5358
SOX30,5359
THG1L,5361
LSM11,5362
CLINT1,5363
EBF1,5364
RNF145,5365
UBLCP1,5366
IL12B,5367
ADRA1B,5368
TTC1,5369
PWWP2A,5370
CCNJL,5372
C1QTNF2,5373
SLU7,5375
PTTG1,5376
ATP10B,5377
GABRB2,5378
GABRA6,5379
GABRA1,5380
GABRG2,5381
CCNG1,5382
NUDCD2,5383
HMMR,5384
MAT2B,5385
WWC1,5386
RARS,5387
FBLL1,5388
PANK3,5389
SLIT3,5390
DOCK2,5391
FAM196B,5392
FOXI1,5393
C5orf58,5394
LCP2,5395
KCNIP1,5396
KCNMB1,5397
RANBP17,5399
TLX3,5400
NPM1,5401
FGF18,5402
FBXW11,5403
STK10,5404
UBTD2,5405
SH3PXD2B,5406
NEURL1B,5407
DUSP1,5408
ERGIC1,5409
RPL26L1,5410
ATP6V0E1,5411
SNORA74B,5412
BNIP1,5413
STC2,5414
BOD1,5415
CPEB4,5416
MSX2,5418
DRD1,5419
SFXN1,5420
HRH2,5421
CPLX2,5422
THOC3,5423
FAM153B,5424
KIAA1191,5425
ARL10,5426
NOP16,5427
HIGD2A,5428
CLTB,5429
FAF2,5430
RNF44,5431
CDHR2,5432
GPRIN1,5433
SNCB,5434
EIF4E1B,5435
HK3,5436
TSPAN17,5437
UNC5A,5438
UIMC1,5439
ZNF346,5440
FGFR4,5441
NSD1,5442
MXD3,5443
RAB24,5444
PRELID1,5445
LMAN2,5446
RGS14,5447
SLC34A1,5448
F12,5449
GRK6,5450
PRR7,5452
DBN1,5453
PDLIM7,5454
DOK3,5455
DDX41,5456
FAM193B,5457
TMED9,5458
B4GALT7,5459
FAM153A,5460
PROP1,5461
FAM153C,5462
N4BP3,5463
RMND5B,5464
NHP2,5465
HNRNPAB,5466
COL23A1,5467
CLK4,5468
ZNF354A,5469
ZNF354B,5470
ZFP2,5471
ZNF454,5472
GRM6,5473
ZNF354C,5475
ADAMTS2,5476
RUFY1,5477
HNRNPH1,5478
C5orf60,5479
CANX,5480
MAML1,5481
LTC4S,5482
MGAT4B,5483
SQSTM1,5484
C5orf45,5485
TBC1D9B,5486
RNF130,5487
RASGEF1C,5488
MAPK9,5489
GFPT2,5490
CNOT6,5491
SCGB3A1,5492
FLT4,5493
MGAT1,5494
ZFP62,5496
BTNL8,5497
BTNL3,5498
BTNL9,5499
GNB2L1,5500
TRIM41,5503
TRIM52,5504
TRIM7,5505
DUSP22,5506
EXOC2,5507
HUS1B,5508
IRF4,5509
FOXQ1,5510
FOXF2,5511
FOXC1,5512
GMDS,5513
C6orf195,5514
MYLK4,5515
WRNIP1,5516
SERPINB1,5517
SERPINB9,5518
SERPINB6,5519
NQO2,5520
RIPK1,5521
BPHL,5522
TUBB2A,5523
TUBB2B,5524
PSMG4,5525
SLC22A23,5526
FAM50B,5527
PRPF4B,5528
C6orf201,5529
CDYL,5530
RPP40,5531
PPP1R3G,5532
LYRM4,5533
FARS2,5534
NRN1,5535
F13A1,5536
LY86,5537
RREB1,5538
SSR1,5539
CAGE1,5540
RIOK1,5541
DSP,5542
SNRNP48,5543
BMP6,5544
TXNDC5,5545
EEF1E1,5546
SLC35B3,5547
HULC,5548
TFAP2A,5549
GCNT2,5550
PAK1IP1,5552
TMEM14C,5553
SYCP2L,5554
TMEM14B,5555
MAK,5556
GCM2,5557
ELOVL2,5558
NEDD9,5559
HIVEP1,5561
EDN1,5562
PHACTR1,5563
TBC1D7,5564
GFOD1,5565
SIRT5,5566
NOL7,5567
RANBP9,5568
RNF182,5569
CD83,5570
JARID2,5571
DTNBP1,5572
MYLIP,5573
GMPR,5574
ATXN1,5575
RBM24,5576
CAP2,5577
FAM8A1,5578
NUP153,5579
KIF13A,5580
NHLRC1,5581
TPMT,5582
KDM1B,5583
DEK,5584
RNF144B,5585
ID4,5586
MBOAT1,5587
E2F3,5588
CDKAL1,5589
SOX4,5590
PRL,5591
NRSN1,5593
DCDC2,5594
KAAG1,5595
MRS2,5596
GPLD1,5597
ALDH5A1,5598
KIAA0319,5599
TDP2,5600
ACOT13,5601
C6orf62,5602
GMNN,5603
FAM65B,5604
LRRC16A,5605
HIST1H2AA,5606
HIST1H2BA,5607
SCGN,5608
SLC17A4,5609
SLC17A1,5610
SLC17A2,5612
TRIM38,5613
HIST1H1A,5614
HIST1H3A,5615
HIST1H4A,5616
HIST1H4B,5617
HIST1H2AB,5618
HIST1H3B,5619
HIST1H1C,5620
HIST1H2BB,5621
HIST1H3C,5622
HFE,5623
HIST1H4C,5624
HIST1H1T,5625
HIST1H2BC,5626
HIST1H2AC,5627
HIST1H1E,5628
HIST1H2BD,5629
HIST1H2BE,5630
HIST1H4D,5631
HIST1H3D,5632
HIST1H2AD,5633
HIST1H2BF,5634
HIST1H4E,5635
HIST1H2BG,5636
HIST1H2AE,5637
HIST1H3E,5638
HIST1H1D,5639
HIST1H4F,5640
HIST1H4G,5641
HIST1H3F,5642
HIST1H2BH,5643
HIST1H2BI,5644
HIST1H3G,5645
HIST1H4H,5646
BTN3A2,5647
BTN2A2,5648
BTN3A1,5649
BTN2A1,5650
BTN3A3,5651
BTN1A1,5652
HMGN4,5654
ABT1,5655
HIST1H2BJ,5656
HIST1H2AG,5657
HIST1H2BK,5658
HIST1H4I,5659
HIST1H2AH,5660
PRSS16,5661
ZNF391,5663
ZNF184,5664
HIST1H2AJ,5665
HIST1H2BL,5666
HIST1H2BM,5667
HIST1H3H,5668
HIST1H4J,5669
HIST1H4K,5670
HIST1H2AK,5671
HIST1H2BN,5672
HIST1H2AL,5673
HIST1H1B,5674
HIST1H3I,5675
HIST1H4L,5676
HIST1H3J,5677
HIST1H2AM,5678
HIST1H2BO,5679
ZNF165,5682
ZSCAN16,5684
ZKSCAN4,5685
NKAPL,5686
PGBD1,5687
ZKSCAN3,5688
ZSCAN12,5689
ZSCAN23,5690
TRIM27,5694
ZNF311,5695
OR2W1,5696
OR2H1,5706
GABBR1,5708
UBD,5709
OR2H2,5710
MOG,5712
ZFP57,5713
ZNRD1,5715
PPP1R11,5716
RNF39,5717
TRIM31,5718
TRIM40,5719
TRIM10,5720
TRIM15,5721
TRIM26,5722
HCG18,5723
RPP21,5724
TRIM39,5725
GNL1,5726
PRR3,5727
ABCF1,5728
PPP1R10,5729
MRPS18B,5730
C6orf136,5731
DHX16,5732
NRM,5733
MDC1,5734
TUBB,5735
FLOT1,5736
IER3,5737
DDR1,5738
GTF2H4,5739
VARS2,5740
SFTA2,5741
DPCR1,5742
C6orf15,5745
CDSN,5746
PSORS1C1,5747
PSORS1C2,5748
CCHCR1,5749
TCF19,5750
POU5F1,5751
PSORS1C3,5752
HCG27,5753
AGER,5754
AGPAT1,5755
AIF1,5756
APOM,5757
ATF6B,5758
ATP6V1G2,5759
C2,5761
C4A,5762
C6orf10,5763
C6orf25,5764
C6orf47,5765
C6orf48,5766
CFB,5767
CLIC1,5768
CSNK2B,5769
CYP21A2,5770
DDAH2,5771
EGFL8,5773
EHMT2,5774
FKBPL,5775
GPSM3,5776
HCP5,5777
HSPA1A,5778
HSPA1B,5779
HSPA1L,5780
LSM2,5781
LST1,5782
LTA,5783
LTB,5784
LY6G5B,5785
LY6G5C,5786
LY6G6C,5787
LY6G6D,5788
LY6G6F,5790
MCCD1,5791
MICA,5792
MICB,5793
MSH5,5794
NCR3,5795
NEU1,5796
NFKBIL1,5797
NOTCH4,5798
PBX2,5799
PPT2,5801
PRRT1,5802
PSMB8,5803
PSMB9,5804
RNF5,5805
SKIV2L,5806
SLC44A4,5807
STK19,5812
TAP1,5813
TAP2,5814
TNF,5815
TNXB,5816
VARS,5817
ZBTB12,5818
BRD2,5819
COL11A2,5820
RXRB,5821
HSD17B8,5822
SLC39A7,5823
RING1,5824
VPS52,5825
RPS18,5826
B3GALT4,5827
WDR46,5828
PFDN6,5829
RGL2,5830
TAPBP,5831
DAXX,5832
ZBTB22,5833
KIFC1,5834
CUTA,5835
PHF1,5836
SYNGAP1,5837
ZBTB9,5838
BAK1,5839
GGNBP1,5840
ITPR3,5841
IP6K3,5842
LEMD2,5843
MLN,5844
GRM4,5845
HMGA1,5846
NUDT3,5848
RPS10,5849
PACSIN1,5850
SPDEF,5851
C6orf106,5852
ANKS1A,5853
SNRPC,5854
TAF11,5855
UHRF1BP1,5856
TCP11,5857
SCUBE3,5858
ZNF76,5859
DEF6,5860
PPARD,5861
FANCE,5862
RPL10A,5863
TEAD3,5864
TULP1,5865
FKBP5,5866
CLPS,5867
LHFPL5,5868
SRPK1,5869
SLC26A8,5870
MAPK14,5871
MAPK13,5872
BRPF3,5873
PNPLA1,5874
C6orf222,5875
ETV7,5876
PXT1,5877
KCTD20,5878
STK38,5879
CDKN1A,5880
CPNE5,5881
PPIL1,5882
C6orf89,5883
PI16,5884
MTCH1,5885
FGD2,5886
PIM1,5887
TBC1D22B,5889
RNF8,5890
MDGA1,5892
ZFAND3,5893
BTBD9,5894
GLO1,5895
DNAH8,5896
GLP1R,5897
KCNK5,5898
KCNK17,5899
KCNK16,5900
KIF6,5901
DAAM2,5902
MOCS1,5903
LRFN2,5905
UNC5CL,5906
TSPO2,5907
APOBEC2,5908
NFYA,5909
TREML1,5910
TREM2,5911
TREML2,5912
TREM1,5914
NCR2,5915
FOXP4,5916
MDFI,5917
TFEB,5918
PGC,5919
FRS3,5920
PRICKLE4,5921
TOMM6,5922
USP49,5923
MED20,5924
BYSL,5925
CCND3,5926
TAF8,5927
C6orf132,5928
GUCA1A,5929
GUCA1B,5930
MRPS10,5931
TRERF1,5932
UBR2,5933
PRPH2,5934
TBCC,5935
RPL7L1,5936
C6orf226,5937
PTCRA,5938
CNPY3,5939
GNMT,5940
PEX6,5941
PPP2R5D,5942
MEA1,5943
KLHDC3,5944
CUL7,5945
KLC4,5946
MRPL2,5947
PTK7,5948
SRF,5949
CUL9,5950
TTBK1,5951
CRIP3,5953
ZNF318,5954
ABCC10,5955
DLK2,5956
TJAP1,5957
POLR1C,5958
YIPF3,5959
XPO5,5960
POLH,5961
GTPBP2,5962
MAD2L1BP,5963
RSPH9,5964
MRPS18A,5965
VEGFA,5966
C6orf223,5967
MRPL14,5968
TMEM63B,5969
CAPN11,5970
SLC29A1,5971
HSP90AB1,5972
SLC35B2,5973
NFKBIE,5974
TMEM151B,5975
AARS2,5977
SPATS1,5978
CDC5L,5979
SUPT3H,5980
RUNX2,5981
CLIC5,5982
ENPP4,5983
ENPP5,5984
RCAN2,5985
CYP39A1,5986
SLC25A27,5987
TDRD6,5988
PLA2G7,5989
MEP1A,5990
GPR116,5991
TNFRSF21,5993
CD2AP,5994
GPR111,5995
GPR115,5996
MUT,5998
CENPQ,5999
GLYATL3,6000
C6orf141,6001
RHAG,6002
CRISP2,6003
CRISP3,6004
PGK2,6005
DEFB112,6010
TFAP2D,6011
TFAP2B,6012
PKHD1,6013
IL17A,6014
IL17F,6015
MCM3,6016
PAQR8,6017
EFHC1,6018
TRAM2,6019
TMEM14A,6020
GSTA1,6021
GSTA2,6022
GSTA5,6023
GSTA3,6024
GSTA4,6025
ICK,6026
FBXO9,6027
GCM1,6028
ELOVL5,6029
GCLC,6030
LRRC1,6032
TINAG,6033
FAM83B,6034
GFRAL,6036
HMGCLL1,6037
BMP5,6038
DST,6040
BEND6,6041
KIAA1586,6042
ZNF451,6043
BAG2,6044
RAB23,6045
PRIM2,6046
KHDRBS2,6047
LGSN,6048
PTP4A1,6049
PHF3,6050
EYS,6051
BAI3,6052
LMBRD1,6053
COL19A1,6054
COL9A1,6055
FAM135A,6056
C6orf57,6057
SMAP1,6058
B3GAT2,6059
OGFRL1,6060
RIMS1,6061
KCNQ5,6062
KHDC1,6064
OOEP,6066
DDX43,6067
MTO1,6068
EEF1A1,6069
SLC17A5,6070
CD109,6071
COL12A1,6072
COX7A2,6073
TMEM30A,6074
FILIP1,6075
SENP6,6076
MYO6,6077
IMPG1,6078
HTR1B,6079
IRAK1BP1,6080
PHIP,6081
HMGN3,6082
LCA5,6083
SH3BGRL2,6084
ELOVL4,6085
TTK,6086
BCKDHB,6087
FAM46A,6088
IBTK,6089
TPBG,6090
DOPEY1,6091
PGM3,6092
RWDD2A,6093
ME1,6094
PRSS35,6095
SNAP91,6096
RIPPLY2,6097
CYB5R4,6098
MRAP2,6099
TBX18,6101
NT5E,6102
SNX14,6103
SYNCRIP,6104
SNHG5,6105
HTR1E,6106
CGA,6107
ZNF292,6108
GJB7,6109
C6orf163,6110
C6orf165,6112
SLC35A1,6113
RARS2,6114
AKIRIN2,6115
SPACA1,6116
CNR1,6117
RNGTT,6118
PNRC1,6119
PM20D2,6120
GABRR1,6121
UBE2J1,6123
RRAGD,6124
ANKRD6,6125
LYRM2,6126
MDN1,6127
CASP8AP2,6128
GJA10,6129
BACH2,6130
MAP3K7,6131
EPHA7,6132
MANEA,6133
FUT9,6134
FHL5,6135
NDUFAF4,6137
KLHL32,6138
POU3F2,6139
FBXL4,6140
COQ3,6141
USP45,6142
CCNC,6143
PRDM13,6144
MCHR2,6145
SIM1,6146
ASCC3,6147
GRIK2,6148
HACE1,6149
LIN28B,6150
BVES,6151
POPDC3,6152
PREP,6153
PRDM1,6154
ATG5,6155
AIM1,6156
RTN4IP1,6157
QRSL1,6158
C6orf203,6159
BEND3,6160
PDSS2,6161
SOBP,6162
SCML4,6163
SEC63,6164
OSTM1,6165
NR2E1,6166
SNX3,6167
LACE1,6168
FOXO3,6169
ARMC2,6170
SESN1,6171
CD164,6172
PPIL6,6173
SMPD2,6174
MICAL1,6175
ZBTB24,6176
FIG4,6177
GPR6,6178
WASF1,6179
CDC40,6180
DDO,6181
SLC22A16,6182
CDK19,6183
AMD1,6184
GTF3C6,6185
RPF2,6186
SLC16A10,6187
KIAA1919,6188
REV3L,6189
TRAF3IP2,6190
FYN,6191
WISP3,6192
TUBE1,6193
LAMA4,6194
RFPL4B,6195
MARCKS,6196
HDAC2,6197
HS3ST5,6198
FRK,6199
NT5DC1,6200
COL10A1,6201
TSPYL4,6202
DSE,6203
TSPYL1,6204
FAM26F,6205
FAM26E,6206
FAM26D,6207
RWDD1,6208
ZUFSP,6210
KPNA5,6211
RFX6,6214
VGLL2,6215
ROS1,6216
GOPC,6217
DCBLD1,6218
NUS1,6219
SLC35F1,6220
MCM9,6221
PLN,6222
ASF1A,6223
FAM184A,6224
MAN1A1,6225
GJA1,6227
HSF2,6228
SERINC1,6229
PKIB,6230
FABP7,6231
SMPDL3A,6232
CLVS2,6233
TRDN,6234
RNF217,6236
TPD52L1,6237
HDDC2,6238
HEY2,6239
NCOA7,6240
HINT3,6241
TRMT11,6242
CENPW,6243
RSPO3,6244
RNF146,6245
ECHDC1,6246
KIAA0408,6247
C6orf58,6248
THEMIS,6249
PTPRK,6250
LAMA2,6251
ARHGAP18,6252
L3MBTL3,6253
SAMD3,6254
TMEM200A,6255
EPB41L2,6256
AKAP7,6257
ARG1,6258
MED23,6259
ENPP3,6260
ENPP1,6263
CTGF,6264
MOXD1,6265
STX7,6266
TAAR9,6267
TAAR2,6271
TAAR1,6272
VNN1,6273
VNN2,6275
RPS12,6276
EYA4,6277
TCF21,6278
TBPL1,6279
SLC2A12,6280
SGK1,6281
ALDH8A1,6282
HBS1L,6283
MYB,6284
AHI1,6285
PDE7B,6286
BCLAF1,6287
MAP7,6288
MAP3K5,6289
PEX7,6290
SLC35D3,6291
IL20RA,6292
IL22RA2,6293
IFNGR1,6294
OLIG3,6295
TNFAIP3,6296
PERP,6297
KIAA1244,6298
HEBP2,6300
NHSL1,6301
CCDC28A,6302
ECT2L,6303
REPS1,6304
HECA,6305
TXLNB,6306
CITED2,6307
NMBR,6308
VTA1,6309
GPR126,6310
HIVEP2,6311
AIG1,6312
ADAT2,6313
